ID,Name,Description,Contributor,Citation,Source,Related,PDF,Tags,Year,Number_Of_Items,Gloss_Language_IDs,Target_Language,List_Suffix,Source_URL,Pages,Alias,Attributes
Voorhoeve-1971-125,"Voorhoeve, C.L. 1971",A 125 item wordlist survey of West Irian,"Voorhoeve, C.L.",n.d. In.,Voorhoeve1971,,Voorhoeve1971,areal; basic,1971,125,english,New Guinea,,,98-114,,
Larson-1972-68,"Larson, G.F. AND Larson, M.O. 1972",A 68 item wordlist based on [Swadesh 100](conceptlists.csv#cldf:Swadesh-1955-100).,"Larson, G.F. and Larson, M.O.",n.d.,Larson1972,Swadesh-1955-100,Larson1972,areal; basic,1972,68,english,New Guinea,,,90-92,,
Heeschen-1978-104,"Heeschen, V. 1978",A 68 item wordlist based on [Bromley 1967](conceptlists.csv#cldf:Bromley-1967-111).,"Heeschen, V.",n.d.,Heeschen1978,Bromley-1967-111,Heeschen1978,areal; basic,1978,104,english,New Guinea,,,41-44,,
Foley-1986-50,"Foley, W. A. 1986",A 50 item wordlist chosen for illustrative purposes.,"Foley, W. A.",n.d.,Foley1986,,Foley1986,areal; basic,1986,50,english,New Guinea,,,215-216,,
Luniewska-2016-299,"Łuniewska, Magdalena AND Haman, Ewa AND Armon-Lotem, Sharon AND Etenkowski, Bartłomiej AND Southwood, Frenette AND Anđelković, Darinka AND Blom, Elma AND Boerma, Tessel AND Chiat, Shula AND Engel de Abreu, Pascale AND Gagarina, Natalia AND Gavarró, Anna AND Håkansson, Gisela AND Hickey, Tina AND Jensen de López, Kristine AND Marinis, Theodoros AND Popović, Maša AND Thordardottir, Elin AND Blažienė, Agnė AND Cantú Sánchez, Myriam AND Dabašinskienė, Ineta AND Ege, Pınar AND Ehret, Inger-Anne AND Fritsche, Nelly-Ann AND Gatt, Daniela AND Janssen, Bibi AND Kambanaros, Maria AND Kapalková, Svetlana AND Kronqvist, Bjarke AND Kunnari, Sari AND Levorato, Chiara AND Nenonen, Olga AND Nic Fhlannchadha, Siobhán AND O’Toole, Ciara AND Polišenská, Kamila AND Pomiechowska, Barbara AND Ringblom, Natalia AND Rinker, Tanja AND Roch, Maja AND Savić, Maja AND Slančová, Daniela AND Tsimpli, Ianthi Maria AND Ünal-Logacev, Özlem 2016","A list containing 299 items, listing the average age of acquisition for each respective item in 25 languages.","Łuniewska, Magdalena and Haman, Ewa and Armon-Lotem, Sharon and Etenkowski, Bartłomiej and Southwood, Frenette and Anđelković, Darinka and Blom, Elma and Boerma, Tessel and Chiat, Shula and Engel de Abreu, Pascale and Gagarina, Natalia and Gavarró, Anna and Håkansson, Gisela and Hickey, Tina and Jensen de López, Kristine and Marinis, Theodoros and Popović, Maša and Thordardottir, Elin and Blažienė, Agnė and Cantú Sánchez, Myriam and Dabašinskienė, Ineta and Ege, Pınar and Ehret, Inger-Anne and Fritsche, Nelly-Ann and Gatt, Daniela and Janssen, Bibi and Kambanaros, Maria and Kapalková, Svetlana and Kronqvist, Bjarke and Kunnari, Sari and Levorato, Chiara and Nenonen, Olga and Nic Fhlannchadha, Siobhán and O’Toole, Ciara and Polišenská, Kamila and Pomiechowska, Barbara and Ringblom, Natalia and Rinker, Tanja and Roch, Maja and Savić, Maja and Slančová, Daniela and Tsimpli, Ianthi Maria and Ünal-Logacev, Özlem",n.d.,Luniewska2016,,,acquisition; ratings,2016,299,afrikaans catalan danish dutch english finnish german greek hebrew hungarian icelandic irish italian lithuanian luxembourgish maltese polish russian serbian slovak southafricanenglish spanish swedish turkish xhosa,Global,,https://link.springer.com/article/10.3758%2Fs13428-015-0636-6,1154-1177,,catalan_aoa danish_aoa dutch_aoa english_aoa finnish_aoa german_aoa hebrew_aoa hungarian_aoa icelandic_aoa irish_aoa italian_aoa lithuanian_aoa luxembourgish_aoa maltese_aoa russian_aoa serbian_aoa slovak_aoa southafricanenglish_aoa spanish_aoa swedish_aoa turkish_aoa xhosa_aoa
Gampe-2017-48,"Gampe, Anja AND Kurthen, Ira AND Daum, Moritz M. 2017",A list that was developed to assess bilingual children's vocabulary (Swiss German native speakers). The MEAN* columns contain information about the average correctness in the lexical decision task for each item. Items are based on the [German PPVT-4 (Lenhard et al. 2015)](sources.bib#cldf:Lenhard2015).,"Gampe, Anja and Kurthen, Ira and Daum, Moritz M.",n.d.,Gampe2017,,,acquisition; ratings,2017,48,english,Global,,http://journals.sagepub.com/doi/full/10.1177/0142723717736450,,,code mean_concep_vocab mean_second_l1 mean_swiss_german mean_translational_equiv
Auracher-2017-16,"Auracher, Jan 2017",Small list designed for eliciting reaction times to animal pictures. The animal list was included as one experiment (in a total of three different experiments) to differentiate between the reaction times of nonsense words and emotional body postures.,"Auracher, Jan",n.d.,Auracher2017,,,acquisition; ratings,2017,16,english,Global,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5665516/,,,experiment_i_average_response_latency experiment_ii_average_response_latency
Pagel-2018-200,"Pagel, Mark AND Meade, Andrew 2018","The list is based on the [210-item list of ABVD](conceptlists.csv#cldf:Blust-2008-210), the  [207-item list of IELex](conceptlists.csv#cldf:Dunn-2012-207), and the [100-item list by Grollemund et al.](conceptlists.csv#cldf:Grollemund-2015-100). The RATE column describes the lexical replacement rate of an item per year, i.e. its lexical stability. Note that the authors state that they took 102 meanings from [Grollemund et al. (2015)](sources.bib#cldf:Grollemund2015), whereas, to the best of our knowledge, the list only contains 100 meanings.","Pagel, Mark and Meade, Andrew",n.d.,Pagel2018,Blust-2008-210 Dunn-2012-207 Grollemund-2015-100,,basic,2018,200,english,Global,,http://rstb.royalsocietypublishing.org/highwire/filestream/38234/field_highwire_adjunct_files/0/rstb20160517supp1.pdf,,,rate
Davies-1985-116,"Davies, John AND Comrie, Bernard 1985","A 116 item wordlist survey of the Upper Yuat region, based on a variant of survey lists by the Summer Institute of Linguistics (currently not in Concepticon yet).","Davies, John and Comrie, Bernard",n.d. In.,Davies1985,,Davies1985,areal; basic,1985,116,english,New Guinea,,http://sealang.net/archives/pl/pdf/PL-A63.275.pdf,,,
Bengtson-2017-12,"Bengtson, John D. 2017",Twelve basic word meanings from the [Swadesh list of 100 items](conceptlists.csv#cldf:Swadesh-1955-100).,"Bengtson, John D.",n.d.,Bengtson2017,Swadesh-1955-100,,basic,2017,12,english,Global,,,,,
Kibrik-2012-122,"Kibrik, Andrej D. 2012","A list of 122 verbs (based on [Tomasello (1992)](sources.bib#cldf:Tomasello1992) used for comparing verbal lexical meaning construction across (primarily) Koyukon, Russian, and English.","Kibrik, Andrej D.",n.d.,Kibrik2012,,,basic,2012,122,english,Global,,,,,major_semantic_category russian semantic_class subcategory
Marrison-1967-917,"Marrison, Geoffrey Edward 1967",A list of 917 lexical items of Ao Naga (Chungli). But the document only mentions 911 items.,"Marrison, Geoffrey Edward",n.d.,Marrison1967,,,areal; basic,1967,917,english,Naga,,,,,lexibank_gloss
Kolipakam-2018-100,"Kolipakam, Vishnupriya and Jordan, Fiona M. and Dunn, Michael and Greenhill, Simon J. and Bouckaert, Remco and Gray, Russell D. and Verkerk, Annemarie 2018",A 100 item wordlist for Dravidian languages based on [Kassian et al's list](conceptlists.csv#cldf:Kassian-2010-116),"Kolipakam, Vishnupriya and Jordan, Fiona M. and Dunn, Michael and Greenhill, Simon J. and Bouckaert, Remco and Gray, Russell D. and Verkerk, Annemarie",n.d.,Kolipakam2018,Kassian-2010-116,,areal; basic,2018,100,english,Dravidian,,,,,
Reinhard-1970-337,"Reinhard, Johan and Toba, Tim 1970",There are 337 items in the book.,"Reinhard, Johan and Toba, Tim",n.d.,Reinhard1970,,,areal; basic,1970,337,english,Kusunda,,,,,
Abraham-2018-307,"Abraham, Binny and Sako, Kara and Kinny, Elina and Zeliang, Isapdaile 2018",307 item wordlists for Tshangla and Khobwa dialects in Western Arunachal Pradesh.,"Abraham, Binny and Sako, Kara and Kinny, Elina and Zeliang, Isapdaile",n.d.,Abraham2018,,,areal; basic,2018,307,english,Tshangla and Khobwa,,https://www.sil.org/system/files/reapdata/12/94/06/129406896871137053545983118013436547675/silesr2018_009.pdf,,,
Carling-2017-104a,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka 2017a","According to the authors, this list represents the [100 concepts of Swadesh (1955)](conceptlists.csv#cldf:Swadesh-1955-100). The four additional concepts in our Concepticon are due to the inclusion of CHILD, YOU and the split between WE (INCLUSIVE) and WE (EXCLUSIVE).","Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka",n.d.,Carling2017,Swadesh-1955-100,,basic,2017,104,english,Global,a,https://diacl.ht.lu.se/WordListCategory/Details/100,,,diacl_id
Carling-2017-209b,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka 2017b","According to the authors, this list represents the [200 concepts of Swadesh (1952)](conceptlists.csv#cldf:Swadesh-1952-200). The nine additional concepts stem from including terms from other Swadesh lists.","Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka",n.d.,Carling2017,Swadesh-1952-200,,basic,2017,209,english,Global,b,https://diacl.ht.lu.se/WordListCategory/Details/200,,,diacl_id
Carling-2017-240c,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka 2017c",A list of basic cultural terms for the South American region.,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka",n.d.,Carling2017,,,areal; basic,2017,240,english,Southern American languages,c,https://diacl.ht.lu.se/WordList/Index/,,,diacl_category diacl_id
Carling-2017-97d,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka 2017d",A list of basic cultural terms for the Indo-European region.,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka",n.d.,Carling2017,,,areal; basic,2017,97,english,Indo-European,d,https://diacl.ht.lu.se/WordList/Index,,,diacl_category diacl_id
Carling-2017-112e,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka 2017e",A list of basic cultural terms for the Austronesian region.,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka",n.d.,Carling2017,,,areal; basic,2017,112,english,Austronesian languages,e,https://diacl.ht.lu.se/WordList/Index,,,diacl_category diacl_id
Carling-2017-87f,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka 2017f",A list of basic cultural terms for the Caucasus region.,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka",n.d.,Carling2017,,,areal; basic,2017,87,english,Caucasian languages,f,https://diacl.ht.lu.se/WordList/Index,,,diacl_category diacl_id
Carling-2017-127g,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka 2017g",A list of basic cultural terms for Basque.,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka",n.d.,Carling2017,,,areal; basic,2017,127,english,Basque,g,https://diacl.ht.lu.se/WordList/Index,,,diacl_category diacl_id
Carling-2017-10h,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka 2017h",A list of basic colour terms in the Indo-European region.,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka",n.d.,Carling2017,,,areal; basic,2017,10,english,Indo-European,h,https://diacl.ht.lu.se/WordList/Index,,,diacl_category diacl_id
Carling-2017-97i,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka 2017i",A list of basic cultural terms for the Uralic region.,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka",n.d.,Carling2017,,,areal; basic,2017,97,english,Uralic languages,i,https://diacl.ht.lu.se/WordList/Index,,,diacl_category diacl_id
Carling-2017-97j,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka 2017j","A list of basic cultural terms for middle-eastern non-Indo-European languages, e.g. members of the Afro-Asiatic language family.","Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka",n.d.,Carling2017,,,areal; basic,2017,97,english,Afroasiatic languages,j,https://diacl.ht.lu.se/WordList/Index,,,diacl_category diacl_id
Carling-2017-87k,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka 2017k",A list of basic cultural terms for the Turkic languages.,"Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka",n.d.,Carling2017,,,areal; basic,2017,87,english,Turkic languages,k,https://diacl.ht.lu.se/WordList/Index,,,diacl_category diacl_id
Nagano-2013-1256,"Nagano, Yasuhiko and Prins, Marielle 2013","The results of an international joint survey of the rGyalrongic languages, originally published by the authors in their own website.","Nagano, Yasuhiko and Prins, Marielle",n.d.,Nagano2013,,,areal; questionnaire,2013,1256,english,South-East Asian Languages,,https://htq.minpaku.ac.jp/databases/rGyalrong/lang/area/index.php?langindex=eng,,,srcid
Yang-2011-1014,"Yang, Cathryn 2011","A survey of Lalo regional varieties for research in phylogenetics, dialectometry and sociolinguistics.","Yang, Cathryn",n.d. (dissertation).,Yang2011,,,questionnaire,2011,1014,chinese,Lalo Languages,,https://www.sil.org/system/files/reapdata/45/63/47/45634767234331504727329755903316120678/Yang_Lalo_Sept_2011.pdf,,,glosses number_in_source numbers
Vejdemo-2016-167,"Vejdemo, Susanne and Hörberg, Thomas 2016","This list represents 167 content words, built upon the list by [Pagel et al. (2007)](conceptlists.csv#cldf:Pagel-2007-200). It was originally compiled with the purpose of assessing the rate of lexical replacement for the specified concepts in English, Danish, Dutch, German and Swedish, according to word class, frequency, age of acquisition, synonyms, arousal, imageability and average mutual information either from published databases or from corpora and lexica. The data are ranked based on the measurements in the Rate column, reflecting the degree of borrowability for each concept.","Vejdemo, Susanne and Hörberg, Thomas",n.d.,Vejdemo2016,Pagel-2007-200,,basic; ranked; ratings,2016,167,english,Global,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0147924#pone.0147924.ref032,,,age_of_acquisition arousal concreteness frequency mutual_information pos rank rate senses synonyms_danish synonyms_dutch synonyms_english synonyms_german synonyms_mean synonyms_swedish
Lieberherr-2017-100,"Lieberherr, Ismael and Bodt, Timotheus Adrianus 2017","The given list was compiled to test the relatedness of 22 Kho-Bwa languages, supposedly constituting a separate branch within the Tibeto-Burman subgroup. The analysis of their shared core vocabulary also included 7 other Tibeto-Burman varieties to contrast them with the Kho-Bwa languages. This list is mainly based on the Leipzig-Jakarta 100 concept list [(Haspelmath and Tadmor 2009)](sources.bib#cldf:Haspelmath2009), with some entries, considered ambiguous by the compilers, being replaced with items from [the Swadesh list (1971)](conceptlists.csv#cldf:Swadesh-1971-100).","Lieberherr, Ismael and Bodt, Timotheus Adrianus",n.d.,Lieberherr2017,Swadesh-1971-100,,basic,2017,100,english,Kho-Bwa languages,,https://escholarship.org/uc/item/4t27h5fg,,,
Chacon-2017-102,"Chacon, Thiago Costa 2017","A list of 102 items used to analyze contact between Arawakan and Tucanoan languages in South America. The list consists of the [100 concepts of Swadesh (1955)](conceptlists.csv#cldf:Swadesh-1955-100), in addition to two doublings of BREAST and BURN.","Chacon, Thiago Costa",n.d.,Chacon2017,Swadesh-1955-100,,basic,2017,102,english,Arawakan and Tucanoan languages,,,,,portuguese
Chacon-2017-129,"Chacon, Thiago Costa 2017","A list of 129 items used to analyze contact between Arawakan and Tucanoan languages in South America. The list is a subset of [Huber and Reed (1992)](conceptlists.csv#cldf:Huber-1992-375) and supplements [Chacon-2017-102](conceptlists.csv#cldf:Chacon-2017-102), also used as a basis for [this study](sources.bib#cldf:Chacon2017), with more areal centric concepts.","Chacon, Thiago Costa",n.d.,Chacon2017,Huber-1992-375 Chacon-2017-102,,areal; basic,2017,129,english,Arawakan and Tucanoan languages,,,,,category lexibank_gloss spanish
Hays-1972-11,"Hays, David G. and Margolis, Enid and Naroll, Raoul and Perkins, Dale R. 1972",Eleven focal colors selected to measure the co-evolution of basic color terms and social complexity.,"Hays, David G. and Margolis, Enid and Naroll, Raoul and Perkins, Dale R.",n.d.,Hays1972,,Hays1972,colors,1972,11,english,global languages,,http://dx.doi.org/10.1525/aa.1972.74.5.02a00050,1118,,
Backstrom-1992-210c,"Backstrom, Peter C. and Radloff, Carla F. 1992c",The concrete 205-item list for Burushaski dialects from the sociolinguistic survey of languages in Northern Pakistan (see the [general list of 210 items](conceptlists.csv#cldf:Backstrom-1992-210a)).,"Backstrom, Peter C. and Radloff, Carla F.",n.d.,Backstrom1992,Backstrom-1992-210a,Backstrom1992,areal; basic,1992,205,english,Burushaski dialects,c,,243-260,,page
