original_word	lemmatized_word
runs	run
runts	runt
rupees	rupee
rural	rural
rush	rush
rushed	rushed
rushes	rush
rushing	rushing
russia	russia
russian	russian
russians	russian
rustled	rustled
rustling	rustling
rut	rut
ruth	ruth
rwanda	rwanda
rye	rye
ryes	rye
s	s
sa	sa
saber	saber
sable	sable
sables	sable
sabotaging	sabotaging
sack	sack
sacking	sacking
sacks	sack
sacrament	sacrament
sacred	sacred
sacrifice	sacrifice
sacrificed	sacrificed
sacrifices	sacrifice
sacrificial	sacrificial
sacristan	sacristan
sad	sad
sadden	sadden
saddle	saddle
saddlebag	saddlebag
saddlebags	saddlebag
saddled	saddled
saddles	saddle
sade	sade
sadly	sadly
sadness	sadness
safari	safari
safe	safe
safely	safely
safer	safer
safety	safety
sag	sag
sago	sago
sagos	sago
said	said
sail	sail
sailed	sailed
sailing	sailing
saint	saint
saints	saint
sake	sake
salaam	salaam
salad	salad
salary	salary
sale	sale
sales	sale
salesperson	salesperson
salient	salient
salisbury	salisbury
saliva	saliva
salivated	salivated
salt	salt
salted	salted
salts	salt
saltwater	saltwater
salty	salty
salute	salute
saluted	saluted
salvadora	salvadora
salvage	salvage
sam	sam
same	same
samen	saman
samoa	samoa
samovar	samovar
samson	samson
samuel	samuel
sana	sana
sanction	sanction
sand	sand
sandals	sandal
sandbags	sandbag
sandpaper	sandpaper
sandpapered	sandpapered
sands	sand
sandstone	sandstone
sandwich	sandwich
sandy	sandy
sane	sane
sang	sang
sanitary	sanitary
sank	sank
santa	santa
santos	santos
sap	sap
sapling	sapling
saplings	sapling
saratoga	saratoga
sardines	sardine
sash	sash
sat	sat
satan	satan
sated	sated
satiated	satiated
satiety	satiety
satin	satin
satirical	satirical
satisfied	satisfied
satisfies	satisfies
satisfy	satisfy
saturday	saturday
saturdays	saturday
sauce	sauce
saucepan	saucepan
saucepans	saucepan
saucer	saucer
sauces	sauce
saudi	saudi
saul	saul
sauna	sauna
saunter	saunter
sauntered	sauntered
sauntering	sauntering
sausage	sausage
sauteed	sauteed
savage	savage
savannah	savannah
save	save
saved	saved
saver	saver
saves	save
savings	saving
saviour	saviour
saw	saw
sawing	sawing
sawn	sawn
say	say
saying	saying
sayings	saying
says	say
scab	scab
scabies	scabies
scaffolding	scaffolding
scalded	scalded
scale	scale
scales	scale
scalp	scalp
scandals	scandal
scar	scar
scarce	scarce
scare	scare
scarecrow	scarecrow
scarecrows	scarecrow
scared	scared
scares	scare
scarf	scarf
scaring	scaring
scarp	scarp
scarves	scarf
scary	scary
scatted	scatted
scatter	scatter
scattered	scattered
scattering	scattering
scene	scene
scent	scent
scheme	scheme
scholarship	scholarship
school	school
schoolboy	schoolboy
schoolchild	schoolchild
schooling	schooling
schoolmaster	schoolmaster
schoolroom	schoolroom
schools	school
science	science
scientific	scientific
scientist	scientist
scientists	scientist
scissors	scissors
scold	scold
scolded	scolded
scolding	scolding
scolds	scold
scoop	scoop
scooped	scooped
scooping	scooping
scoops	scoop
scooter	scooter
scorch	scorch
scorched	scorched
score	score
scored	scored
scores	score
scorpion	scorpion
scotch	scotch
scotland	scotland
scots	scot
scotsman	scotsman
scottish	scottish
scourges	scourge
scout	scout
scouts	scout
scowl	scowl
scraggy	scraggy
scrap	scrap
scrape	scrape
scraped	scraped
scraper	scraper
scrapes	scrape
scraping	scraping
scraps	scrap
scratch	scratch
scratched	scratched
scratches	scratch
scratching	scratching
scream	scream
screamed	screamed
screaming	screaming
screams	scream
screen	screen
screened	screened
screw	screw
script	script
scroll	scroll
scrolled	scrolled
scrub	scrub
scrubber	scrubber
scrubbing	scrubbing
scrutinized	scrutinized
scuffled	scuffled
scuffles	scuffle
sculling	sculling
sculpt	sculpt
scuttle	scuttle
scythe	scythe
scythes	scythe
sd	sd
se	se
sea	sea
seafood	seafood
seagull	seagull
seal	seal
sealed	sealed
seamless	seamless
seams	seam
seamstress	seamstress
search	search
searched	searched
searches	search
searching	searching
searchingly	searchingly
seas	sea
seashore	seashore
seaside	seaside
season	season
seasonal	seasonal
seasons	season
seat	seat
seated	seated
seating	seating
seats	seat
seawards	seaward
seawater	seawater
seawaters	seawater
seaweed	seaweed
second	second
secondary	secondary
seconds	second
secret	secret
secretaries	secretary
secretary	secretary
secretly	secretly
secrets	secret
section	section
sections	section
sector	sector
sectors	sector
secure	secure
secured	secured
securely	securely
security	security
see	see
seed	seed
seedbed	seedbed
seedling	seedling
seedlings	seedling
seeds	seed
seeing	seeing
seek	seek
seeking	seeking
seeks	seek
seem	seem
seemed	seemed
seemingly	seemingly
seems	seems
seen	seen
seer	seer
sees	see
seesawing	seesawing
seine	seine
seing	seing
seize	seize
seized	seized
seizes	seizes
seldom	seldom
select	select
selected	selected
selection	selection
self	self
selfish	selfish
sell	sell
seller	seller
sellers	seller
selling	selling
sells	sell
selva	selva
selvas	selva
selves	self
semen	semen
semester	semester
seminar	seminar
send	send
sending	sending
sends	sends
senegal	senegal
senile	senile
senior	senior
seniors	senior
sense	sense
senseless	senseless
senses	sens
sensitive	sensitive
sent	sent
sentence	sentence
sentences	sentence
sentinel	sentinel
sentinels	sentinel
seoul	seoul
separate	separate
separated	separated
separately	separately
separates	separate
september	september
sera	serum
serengeti	serengeti
sergeant	sergeant
serials	serial
series	series
serious	serious
seriously	seriously
seriousness	seriousness
sermon	sermon
sermons	sermon
serpent	serpent
serpents	serpent
servant	servant
servants	servant
serve	serve
served	served
serves	serf
service	service
serviced	serviced
services	service
serving	serving
ses	s
sesame	sesame
session	session
set	set
sets	set
setting	setting
settings	setting
settle	settle
settled	settled
settlement	settlement
settlements	settlement
settler	settler
settlers	settler
settles	settle
settling	settling
seven	seven
seventeen	seventeen
seventh	seventh
seventy	seventy
several	several
severe	severe
severely	severely
sew	sew
sewed	sewed
sewing	sewing
sewn	sewn
sews	sews
sex	sex
sexual	sexual
sexy	sexy
sg	sg
sgs	sg
shabby	shabby
shade	shade
shadow	shadow
shadows	shadow
shady	shady
shaft	shaft
shafts	shaft
shake	shake
shaken	shaken
shakes	shake
shakespeare	shakespeare
shaking	shaking
shallow	shallow
shaman	shaman
shamanised	shamanised
shamanism	shamanism
shamanize	shamanize
shamanizing	shamanizing
shamans	shaman
shame	shame
shameful	shameful
shape	shape
shaped	shaped
shapes	shape
share	share
shared	shared
shares	share
sharing	sharing
shark	shark
sharks	shark
sharp	sharp
sharpen	sharpen
sharpened	sharpened
sharpening	sharpening
sharpens	sharpens
sharper	sharper
sharpest	sharpest
sharps	sharp
shat	shat
shattered	shattered
shave	shave
shaved	shaved
shaver	shaver
shaves	shave
shaving	shaving
shawl	shawl
shawls	shawl
sheaf	sheaf
sheafs	sheaf
sheared	sheared
shears	shear
sheaves	sheaf
shed	shed
sheds	shed
sheep	sheep
sheeps	sheep
sheepskin	sheepskin
sheepskins	sheepskin
sheet	sheet
sheets	sheet
sheikh	sheikh
sheikhs	sheikh
shelf	shelf
shell	shell
shelled	shelled
shellfish	shellfish
shellfishes	shellfish
shells	shell
shelter	shelter
sheltered	sheltered
shelters	shelter
shelve	shelve
shepherd	shepherd
shepherds	shepherd
shied	shied
shield	shield
shields	shield
shies	shy
shift	shift
shifted	shifted
shifting	shifting
shilling	shilling
shillings	shilling
shim	shim
shimmering	shimmering
shin	shin
shine	shine
shined	shined
shines	shine
shining	shining
shinning	shinning
shins	shin
shiny	shiny
ship	ship
shipbuilding	shipbuilding
shipped	shipped
ships	ship
shipwright	shipwright
shipwrights	shipwright
shipyard	shipyard
shipyards	shipyard
shirk	shirk
shirt	shirt
shirts	shirt
shit	shit
shits	shit
shitted	shitted
shitting	shitting
shivered	shivered
shivering	shivering
shock	shock
shocked	shocked
shocking	shocking
shocks	shock
shod	shod
shoe	shoe
shoelace	shoelace
shoemaker	shoemaker
shoemakers	shoemaker
shoes	shoe
shone	shone
shoo	shoo
shooed	shooed
shook	shook
shoos	shoos
shoot	shoot
shooter	shooter
shooters	shooter
shooting	shooting
shootout	shootout
shoots	shoot
shop	shop
shopping	shopping
shops	shop
shore	shore
shores	shore
short	short
shortage	shortage
shortcut	shortcut
shorten	shorten
shorter	shorter
shortish	shortish
shortly	shortly
shorts	short
shoshoni	shoshoni
shot	shot
shotgun	shotgun
shotguns	shotgun
shots	shot
shoulder	shoulder
shoulders	shoulder
shout	shout
shouted	shouted
shouter	shouter
shouting	shouting
shouts	shout
shove	shove
shoved	shoved
shovel	shovel
shovelled	shovelled
shovelling	shovelling
shovels	shovel
show	show
showed	showed
shower	shower
showing	showing
shown	shown
shows	show
shrapnel	shrapnel
shrimp	shrimp
shrimps	shrimp
shrine	shrine
shrinking	shrinking
shrubs	shrub
shunted	shunted
shut	shut
shuts	shuts
shutters	shutter
shy	shy
shyer	shyer
si	si
siamangs	siamang
siberia	siberia
siberian	siberian
sibling	sibling
siblings	sibling
sic	sic
sick	sick
sickeness	sickeness
sickle	sickle
sickles	sickle
sickness	sickness
sicknesses	sickness
side	side
sidecar	sidecar
sidelines	sideline
sides	side
sidetracked	sidetracked
sideways	sideways
sieve	sieve
sieves	sieve
sieving	sieving
sifted	sifted
sigh	sigh
sight	sight
sighted	sighted
sights	sight
sign	sign
signal	signal
signals	signal
signature	signature
signed	signed
signes	signes
significance	significance
signify	signify
signing	signing
signs	sign
silence	silence
silenced	silenced
silent	silent
silently	silently
silhouetted	silhouetted
silk	silk
silly	silly
silver	silver
silvia	silvia
similar	similar
similarly	similarly
simmer	simmer
simmering	simmering
simon	simon
simple	simple
simply	simply
sin	sin
sincere	sincere
sincerely	sincerely
sinew	sinew
sinews	sinew
sinewy	sinewy
sinful	sinful
sing	sing
singapore	singapore
singe	singe
singeing	singeing
singer	singer
singers	singer
singes	singe
singing	singing
single	single
singling	singling
sings	sings
sink	sink
sinking	sinking
sinks	sink
sinned	sinned
sins	sin
sip	sip
sipping	sipping
sips	sip
sir	sir
sire	sire
sirs	sir
sis	si
sissy	sissy
sister	sister
sisters	sister
sit	sit
site	site
sites	site
siting	siting
sits	sits
sitta	sitta
sitting	sitting
situated	situated
situation	situation
situations	situation
six	six
sixpence	sixpence
sixteen	sixteen
sixth	sixth
sixty	sixty
size	size
sized	sized
sizing	sizing
skated	skated
skating	skating
skeleton	skeleton
skeletons	skeleton
skep	skep
ski	ski
skid	skid
skids	skid
skies	sky
skiing	skiing
skill	skill
skilled	skilled
skills	skill
skin	skin
skinned	skinned
skinning	skinning
skinny	skinny
skins	skin
skip	skip
skipped	skipped
skipper	skipper
skipping	skipping
skirt	skirt
skirts	skirt
skis	ski
skull	skull
skulls	skull
sky	sky
skylight	skylight
slab	slab
slack	slack
slacks	slack
slain	slain
slammed	slammed
slander	slander
slanders	slander
slanting	slanting
slap	slap
slapped	slapped
slapping	slapping
slaps	slap
slash	slash
slashed	slashed
slate	slate
slates	slate
slaughter	slaughter
slaughtered	slaughtered
slaughtering	slaughtering
slaughters	slaughter
slave	slave
slavery	slavery
slaves	slave
slay	slay
slayed	slayed
sled	sled
sledge	sledge
sledges	sledge
sleds	sled
sleek	sleek
sleep	sleep
sleeping	sleeping
sleeps	sleep
sleepy	sleepy
sleeve	sleeve
sleeves	sleeve
sleigh	sleigh
slept	slept
slew	slew
slice	slice
sliced	sliced
slices	slice
slid	slid
slide	slide
slided	slided
slides	slide
sliding	sliding
slightest	slightest
slightly	slightly
slim	slim
sling	sling
slinged	slinged
slings	sling
slingshot	slingshot
slingshots	slingshot
slip	slip
slipknots	slipknot
slipped	slipped
slipper	slipper
slippers	slipper
slippery	slippery
slips	slip
slit	slit
sliver	sliver
slogging	slogging
slogs	slogs
slope	slope
sloped	sloped
slopes	slope
sloth	sloth
sloths	sloth
slots	slot
slow	slow
slowed	slowed
slower	slower
slowly	slowly
slung	slung
slurry	slurry
sly	sly
slyness	slyness
sm	sm
smack	smack
smacked	smacked
smacking	smacking
small	small
smaller	smaller
smallest	smallest
smallpox	smallpox
smart	smart
smash	smash
smashed	smashed
smashing	smashing
smear	smear
smeared	smeared
smearing	smearing
smears	smear
smell	smell
smelled	smelled
smelling	smelling
smells	smell
smelly	smelly
smelt	smelt
smile	smile
smiled	smiled
smiler	smiler
smiling	smiling
smite	smite
smith	smith
smiths	smith
smithy	smithy
smoke	smoke
smoked	smoked
smoker	smoker
smokers	smoker
smokes	smoke
smoking	smoking
smoky	smoky
smooth	smooth
smoothed	smoothed
smoothly	smoothly
sms	sm
smudge	smudge
smudging	smudging
snack	snack
snacks	snack
snags	snag
snail	snail
snake	snake
snakes	snake
snap	snap
snapped	snapped
snapping	snapping
snare	snare
snared	snared
snares	snare
snatch	snatch
snatched	snatched
snatches	snatch
snatching	snatching
sneak	sneak
sneaked	sneaked
sneaking	sneaking
sneaks	sneak
sneeze	sneeze
sneezed	sneezed
sneezes	sneeze
sniff	sniff
sniffed	sniffed
sniffing	sniffing
snipped	snipped
snobs	snob
snored	snored
snoring	snoring
snorings	snoring
snot	snot
snout	snout
snouts	snout
snow	snow
snowdrift	snowdrift
snowed	snowed
snowfall	snowfall
snowing	snowing
snowmen	snowman
snowmobile	snowmobile
snows	snow
snowstorm	snowstorm
snowstorms	snowstorm
snuck	snuck
so	so
soak	soak
soaked	soaked
soap	soap
soapbox	soapbox
soaps	soap
soaring	soaring
soars	soar
sobbing	sobbing
sober	sober
social	social
socialism	socialism
socialist	socialist
societies	society
society	society
sock	sock
socks	sock
soda	soda
soft	soft
soften	soften
softened	softened
softer	softer
softly	softly
softness	softness
softwood	softwood
soggy	soggy
soh	soh
soigne	soigne
soil	soil
sol	sol
solar	solar
sold	sold
soldier	soldier
soldiers	soldier
sole	sole
solemn	solemn
soles	sol
solid	solid
solo	solo
solomons	solomon
solstice	solstice
solstices	solstice
solution	solution
solve	solve
solved	solved
som	som
somalia	somalia
some	some
somebody	somebody
someday	someday
somehow	somehow
someone	someone
someplace	someplace
somersault	somersault
sometime	sometime
sometimes	sometimes
somewhat	somewhat
somewhere	somewhere
somewheres	somewhere
son	son
sonar	sonar
song	song
songbird	songbird
songs	song
sons	son
soon	soon
sooner	sooner
soothsayers	soothsayer
sooty	sooty
sop	sop
sopped	sopped
sorcerer	sorcerer
sorcerers	sorcerer
sorcery	sorcery
sore	sore
sores	sore
sorghum	sorghum
sori	sorus
sorrel	sorrel
sorrowful	sorrowful
sorrows	sorrow
sorry	sorry
sort	sort
sorted	sorted
sorting	sorting
sorts	sort
sou	sou
soudan	soudan
sough	sough
sought	sought
soul	soul
souls	soul
sound	sound
sounded	sounded
sounding	sounding
sounds	sound
soup	soup
sour	sour
source	source
sources	source
sourdough	sourdough
sous	sou
souse	souse
south	south
southeast	southeast
southern	southern
southwards	southward
souvenir	souvenir
sovereign	sovereign
sovereigns	sovereign
soviet	soviet
soviets	soviet
sow	sow
sowed	sowed
sowing	sowing
sown	sown
sows	sow
soy	soy
soybean	soybean
soybeans	soybean
space	space
spaces	space
spacious	spacious
spade	spade
spades	spade
spadices	spadix
spadix	spadix
spain	spain
spaniards	spaniard
spanish	spanish
spans	span
spare	spare
spared	spared
spark	spark
sparkled	sparkled
sparkling	sparkling
sparks	spark
sparrow	sparrow
sparse	sparse
spat	spat
spatula	spatula
speak	speak
speaker	speaker
speakers	speaker
speaking	speaking
speaks	speaks
spear	spear
speared	speared
spearing	spearing
spearmint	spearmint
spears	spear
special	special
specialist	specialist
specially	specially
species	specie
specific	specific
specifically	specifically
speech	speech
speeches	speech
speechless	speechless
speed	speed
speeding	speeding
speedy	speedy
spell	spell
spelled	spelled
spells	spell
spend	spend
spending	spending
spendings	spending
spends	spends
spent	spent
spewed	spewed
spice	spice
spices	spice
spicy	spicy
spider	spider
spies	spy
spike	spike
spikes	spike
spill	spill
spilled	spilled
spills	spill
spin	spin
spindle	spindle
spine	spine
spining	spining
spinning	spinning
spins	spin
spiral	spiral
spirit	spirit
spirits	spirit
spiritual	spiritual
spit	spit
spite	spite
spits	spit
spitting	spitting
splash	splash
splashed	splashed
splashes	splash
splashing	splashing
splayed	splayed
splinter	splinter
splinters	splinter
split	split
splits	split
splitting	splitting
spoil	spoil
spoiled	spoiled
spoiling	spoiling
spoils	spoil
spoilt	spoilt
spoke	spoke
spoken	spoken
sponge	sponge
sponsors	sponsor
spooked	spooked
spoon	spoon
spoonful	spoonful
spoons	spoon
sport	sport
sports	sport
sportsman	sportsman
spot	spot
spots	spot
spotted	spotted
spouse	spouse
spout	spout
spouts	spout
sprang	sprang
spray	spray
sprayed	sprayed
spraying	spraying
sprays	spray
spread	spread
spreading	spreading
spreads	spread
spring	spring
springbok	springbok
springboks	springbok
springed	springed
springs	spring
springtime	springtime
sprinkle	sprinkle
sprinkled	sprinkled
sprinklers	sprinkler
sprinkles	sprinkle
sprinkling	sprinkling
sprout	sprout
sprouted	sprouted
sprouts	sprout
spruce	spruce
spun	spun
spurred	spurred
spurt	spurt
spurted	spurted
spurts	spurt
spy	spy
spying	spying
square	square
squared	squared
squash	squash
squashed	squashed
squat	squat
squatted	squatted
squatting	squatting
squeak	squeak
squeal	squeal
squealing	squealing
squeeze	squeeze
squeezed	squeezed
squeezes	squeeze
squeezing	squeezing
squirming	squirming
squirrel	squirrel
squirrelfish	squirrelfish
squirrels	squirrel
sr	sr
ss	s
stab	stab
stabbed	stabbed
stabbing	stabbing
stable	stable
stables	stable
stabs	stab
stack	stack
stacks	stack
stadium	stadium
staff	staff
stage	stage
stages	stage
staggered	staggered
staggering	staggering
staging	staging
staid	staid
stain	stain
staircase	staircase
stairs	stair
stake	stake
staked	staked
stakes	stake
stale	stale
stalin	stalin
stalk	stalk
stalked	stalked
stall	stall
stallion	stallion
stalls	stall
stamp	stamp
stamped	stamped
stamps	stamp
stand	stand
standard	standard
standing	standing
stands	stand
stank	stank
staple	staple
staples	staple
star	star
starboard	starboard
starch	starch
stare	stare
stared	stared
stares	stare
starfish	starfish
staring	staring
stars	star
start	start
started	started
starter	starter
starting	starting
startled	startled
startles	startle
starts	start
starvation	starvation
starve	starve
starved	starved
starving	starving
state	state
stated	stated
stately	stately
statement	statement
statements	statement
states	state
statesmen	statesman
station	station
stations	station
statue	statue
statues	statue
staunch	staunch
stay	stay
stayed	stayed
staying	staying
stays	stay
stead	stead
steadier	steadier
steadily	steadily
steady	steady
steal	steal
stealer	stealer
stealers	stealer
stealing	stealing
steals	steal
stealthily	stealthily
steam	steam
steamboat	steamboat
steamed	steamed
steamer	steamer
steamers	steamer
steel	steel
steep	steep
steeply	steeply
steered	steered
steers	steer
stem	stem
stemming	stemming
stems	stem
stench	stench
stencil	stencil
stencils	stencil
step	step
stepchild	stepchild
stepfather	stepfather
stepmother	stepmother
steppe	steppe
stepped	stepped
steppes	steppe
stepping	stepping
steps	step
sterile	sterile
stern	stern
sternly	sternly
stevedore	stevedore
stevedores	stevedore
stevens	stevens
stew	stew
steward	steward
stewing	stewing
sth	sth
stick	stick
sticking	sticking
sticks	stick
sticky	sticky
stiff	stiff
still	still
stilts	stilt
stimulate	stimulate
sting	sting
stinging	stinging
stings	sting
stingy	stingy
stink	stink
stinking	stinking
stinks	stink
stinky	stinky
stir	stir
stirred	stirred
stirrer	stirrer
stirring	stirring
stirrup	stirrup
stirs	stir
stitched	stitched
stock	stock
stocked	stocked
stockman	stockman
stockmen	stockman
stocks	stock
stoked	stoked
stoker	stoker
stoking	stoking
stole	stole
stolen	stolen
stomach	stomach
stomachs	stomach
stomping	stomping
stone	stone
stoned	stoned
stones	stone
stoning	stoning
stony	stony
stood	stood
stool	stool
stools	stool
stop	stop
stopped	stopped
stopper	stopper
stopping	stopping
stops	stop
storage	storage
store	store
stored	stored
storeroom	storeroom
stores	store
storey	storey
storied	storied
stories	story
storing	storing
stork	stork
storm	storm
story	story
storyteller	storyteller
stove	stove
stoves	stove
stowed	stowed
straggled	straggled
straight	straight
straighten	straighten
straightened	straightened
strain	strain
strained	strained
straining	straining
strait	strait
straits	strait
strand	strand
strange	strange
stranger	stranger
strangers	stranger
strangle	strangle
strangled	strangled
strangling	strangling
strap	strap
strapped	strapped
straps	strap
strategies	strategy
strategy	strategy
straw	straw
strawberries	strawberry
straws	straw
stray	stray
stream	stream
streamed	streamed
streams	stream
street	street
streets	street
strength	strength
strengthened	strengthened
strengthening	strengthening
strenuous	strenuous
stressing	stressing
stretch	stretch
stretched	stretched
stretcher	stretcher
stretches	stretch
stretching	stretching
stricken	stricken
strict	strict
strife	strife
strike	strike
strikes	strike
striking	striking
string	string
strings	string
strip	strip
striped	striped
stripes	stripe
stripping	stripping
strips	strip
strive	strive
striving	striving
stroke	stroke
stroked	stroked
strokes	stroke
stroking	stroking
stroll	stroll
strolled	strolled
strolling	strolling
strong	strong
stronger	stronger
strongest	strongest
strongly	strongly
struck	struck
struggle	struggle
struggled	struggled
struggles	struggle
struggling	struggling
strung	strung
struts	strut
stubborn	stubborn
stuck	stuck
student	student
students	student
studied	studied
studies	study
studio	studio
study	study
studying	studying
stuff	stuff
stuffed	stuffed
stuffing	stuffing
stuffs	stuff
stumbled	stumbled
stumbles	stumble
stump	stump
stumps	stump
stumpy	stumpy
stung	stung
stupid	stupid
stupidity	stupidity
stupidly	stupidly
sturdy	sturdy
stuttering	stuttering
style	style
styles	style
sub	sub
subdivisions	subdivision
subdue	subdue
subdued	subdued
subfamily	subfamily
subject	subject
submarines	submarine
submerged	submerged
submit	submit
subordinating	subordinating
subsistence	subsistence
substance	substance
substitute	substitute
substituted	substituted
subtraction	subtraction
suburb	suburb
succeed	succeed
succeeded	succeeded
success	success
successful	successful
successfully	successfully
such	such
suck	suck
sucked	sucked
sucker	sucker
suckers	sucker
sucking	sucking
suckle	suckle
suckled	suckled
suckling	suckling
sucks	suck
sudan	sudan
sudden	sudden
suddenly	suddenly
sue	sue
sued	sued
suede	suede
suet	suet
suffer	suffer
suffered	suffered
suffering	suffering
sufferings	suffering
suffers	suffers
sufficient	sufficient
sufficiently	sufficiently
sugar	sugar
sugarcane	sugarcane
sugarloaf	sugarloaf
sugarloaves	sugarloaf
suggestion	suggestion
suit	suit
suitable	suitable
suited	suited
suitor	suitor
suits	suit
sulk	sulk
sulking	sulking
sulky	sulky
sum	sum
summarize	summarize
summer	summer
summered	summered
summertime	summertime
summit	summit
summits	summit
summon	summon
summoned	summoned
summons	summons
sumo	sumo
sun	sun
sunday	sunday
sundays	sunday
sundry	sundry
sunflower	sunflower
sunflowers	sunflower
sung	sung
sunk	sunk
sunken	sunken
sunlight	sunlight
sunny	sunny
sunrise	sunrise
sunset	sunset
sunshine	sunshine
super	super
supernatural	supernatural
supper	supper
supplies	supply
supply	supply
support	support
supported	supported
supporting	supporting
supportive	supportive
supports	support
suppose	suppose
supposed	supposed
supposedly	supposedly
supreme	supreme
sur	sur
sure	sure
surely	surely
surface	surface
surgeonfish	surgeonfish
surly	surly
surname	surname
surpass	surpass
surpassed	surpassed
surpasses	surpasses
surprise	surprise
surprised	surprised
surprising	surprising
surrender	surrender
surrendered	surrendered
surreptitiously	surreptitiously
surrey	surrey
surround	surround
surrounded	surrounded
surrounding	surrounding
surroundings	surroundings
surrounds	surround
survey	survey
surveys	survey
survive	survive
survived	survived
survives	survives
sus	sus
suspect	suspect
suspected	suspected
suspicion	suspicion
suspicious	suspicious
suspiciously	suspiciously
sussex	sussex
sustain	sustain
sw	sw
swag	swag
swags	swag
swahili	swahili
swallow	swallow
swallowed	swallowed
swallowing	swallowing
swallows	swallow
swam	swam
swamp	swamp
swamphen	swamphen
swamps	swamp
swampy	swampy
swap	swap
swapped	swapped
swarming	swarming
swat	swat
sway	sway
swayed	swayed
swaying	swaying
swear	swear
sweared	sweared
swearing	swearing
swears	swears
sweat	sweat
sweated	sweated
sweater	sweater
sweaters	sweater
sweating	sweating
sweats	sweat
swede	swede
sweden	sweden
swedes	swede
sweep	sweep
sweeped	sweeped
sweeping	sweeping
sweeps	sweep
sweet	sweet
sweeten	sweeten
sweetener	sweetener
sweetening	sweetening
sweeter	sweeter
sweetest	sweetest
sweetly	sweetly
sweetness	sweetness
sweets	sweet
swell	swell
swelled	swelled
swelling	swelling
swells	swell
swept	swept
swim	swim
swimming	swimming
swine	swine
swing	swing
swinging	swinging
swings	swing
swiped	swiped
swirl	swirl
switch	switch
switched	switched
switches	switch
swollen	swollen
swoon	swoon
sword	sword
swordfish	swordfish
swords	sword
swore	swore
sworn	sworn
swum	swum
swung	swung
syllable	syllable
symbol	symbol
symbolic	symbolic
symbolizes	symbolizes
sympathy	sympathy
sync	sync
syndicate	syndicate
synonym	synonym
syrup	syrup
system	system
t	t
ta	ta
taal	taal
table	table
tables	table
tablet	tablet
tablets	tablet
taboo	taboo
taboos	taboo
tabu	tabu
tack	tack
tacked	tacked
tackle	tackle
tackled	tackled
tacky	tacky
tag	tag
tagalog	tagalog
tagalogs	tagalog
tagging	tagging
tags	tag
tai	tai
tail	tail
tailboard	tailboard
tailed	tailed
tailor	tailor
tails	tail
taiwan	taiwan
taiwanese	taiwanese
taka	taka
take	take
taked	taked
taken	taken
takes	take
taking	taking
tala	tala
tale	tale
talent	talent
talented	talented
tales	tale
talisman	talisman
talk	talk
talkative	talkative
talked	talked
talker	talker
talkie	talkie
talking	talking
talks	talk
tall	tall
taller	taller
talons	talon
tam	tam
tamarind	tamarind
tambourine	tambourine
tambourines	tambourine
tame	tame
tamed	tamed
tames	tames
tamped	tamped
tamper	tamper
tan	tan
tang	tang
tanga	tanga
tangerines	tangerine
tangled	tangled
tango	tango
tank	tank
tanker	tanker
tanks	tank
tanned	tanned
tanzania	tanzania
tap	tap
tape	tape
tapes	tape
tapir	tapir
tapped	tapped
tapping	tapping
taps	tap
tar	tar
target	target
targets	target
taro	taro
taros	taro
tarp	tarp
tarpaulin	tarpaulin
task	task
tasks	task
taste	taste
tasted	tasted
tastes	taste
tasting	tasting
tasty	tasty
tat	tat
tatars	tatar
tattletale	tattletale
tatu	tatu
taught	taught
tavern	tavern
tax	tax
taxes	tax
taxi	taxi
taxis	taxi
taylor	taylor
tb	tb
tbilisi	tbilisi
te	te
tea	tea
teach	teach
teached	teached
teacher	teacher
teachers	teacher
teaches	teach
teaching	teaching
teachings	teaching
teahouse	teahouse
teak	teak
team	team
teapot	teapot
tear	tear
tears	tear
tease	tease
teased	teased
teasing	teasing
teats	teat
technical	technical
technician	technician
technicians	technician
technique	technique
techniques	technique
teddy	teddy
tee	tee
teen	teen
teenager	teenager
teens	teen
teeny	teeny
teeth	teeth
telegram	telegram
telegraph	telegraph
telephone	telephone
telephones	telephone
television	television
tell	tell
teller	teller
tellers	teller
telling	telling
tells	tell
temblor	temblor
temp	temp
temper	temper
tempered	tempered
temple	temple
temporal	temporal
temporary	temporary
temps	temp
tempt	tempt
tempted	tempted
ten	ten
tenant	tenant
tenants	tenant
tench	tench
tend	tend
tended	tended
tender	tender
tending	tending
tendon	tendon
tendons	tendon
tendril	tendril
tends	tends
tener	tener
tennis	tennis
tens	ten
tension	tension
tent	tent
tentes	tentes
tenth	tenth
tents	tent
tepee	tepee
terence	terence
term	term
terminate	terminate
termite	termite
termites	termite
terms	term
terrible	terrible
terribly	terribly
terrific	terrific
terrified	terrified
territories	territory
territory	territory
terror	terror
terry	terry
test	test
testament	testament
tested	tested
testicles	testicle
testifying	testifying
tether	tether
text	text
texture	texture
th	th
thai	thai
thames	thames
thank	thank
thanked	thanked
thankful	thankful
thankfully	thankfully
thanks	thanks
thanksgiving	thanksgiving
thatch	thatch
thatched	thatched
thawed	thawed
theater	theater
theft	theft
thefts	theft
theme	theme
then	then
theology	theology
theory	theory
there	there
thereabouts	thereabouts
thereafter	thereafter
thereby	thereby
therefor	therefor
therefore	therefore
theres	there
thermal	thermal
thermos	thermos
theses	thesis
thick	thick
thickened	thickened
thicker	thicker
thickly	thickly
thickness	thickness
thief	thief
thieves	thief
thieving	thieving
thievish	thievish
thigh	thigh
