concepticon_id	name	description	final_synset	synonym	wordnet_id	count	definition	same_synset	taxonomic_depth
1757	tired	In need of some rest or sleep, due to lack of sleep or as a result of hard work or physical activity.	a02431728	tired	a02431728	1638.0	depleted of strength or energy	same	0.0
1763	club	A short heavy club with a rounded head used as a weapon.	n03053474	club	n08227214	734.0	a formal association of people with similar interests	different	8.0
1764	obscure	Known vaguely or incompletely, if at all.	a00431004	obscure	v02157731	180.0	make less visible or unclear	different	0.0
1764	obscure	Known vaguely or incompletely, if at all.	a00431004	vague	s00431004	319.0	not clearly understood or expressed; ; -Anatole Broyard; - P.A.Sorokin; - John Locke	different	0.0
1766	finish	To end something, to bring something to a conclusion.	v00484166	complete	v00484166	1266.0	come or bring to a finish or an end	same	2.0
1766	finish	To end something, to bring something to a conclusion.	v00484166	finish	v00484166	2531.0	come or bring to a finish or an end	same	2.0
1767	scrape	To move an object against another object such that abrasion or minor cutting occurs.	v01308160	grate	v01574077	88.0	reduce to small shreds or pulverize by rubbing against a rough or sharp perforated surface	different	2.0
1767	scrape	To move an object against another object such that abrasion or minor cutting occurs.	v01308160	scrape	v01308160	241.0	scratch repeatedly	same	2.0
1768	foam	A mass of adjacent small pockets of air or bubbles with solid or liquid boundaries.	n09282724	foam	n14872697	136.0	a lightweight material in cellular form; made by introducing gas bubbles during manufacture	different	9.0
1768	foam	A mass of adjacent small pockets of air or bubbles with solid or liquid boundaries.	n09282724	froth	n09282724	46.0	a mass of small bubbles formed in or on a liquid	same	9.0
1769	axle	The central part of a wheel, that usually does not turn.	n02764779	axle	n02764779	48.0	a shaft on which a wheel rotates	same	9.0
1773	grave	A place (commonly marked with a headstone) where one or more people are buried (usually in a coffin underneath the ground).	n03455033	grave	n03455033	500.0	a place for the burial of a corpse (especially beneath the ground and marked by a tombstone)	same	6.0
1773	grave	A place (commonly marked with a headstone) where one or more people are buried (usually in a coffin underneath the ground).	n03455033	tomb	n03455033	251.0	a place for the burial of a corpse (especially beneath the ground and marked by a tombstone)	same	6.0
1774	stingy	Excessively unwilling to spend.	a01112573	stingy	a01112573	41.0	unwilling to spend	same	0.0
1774	stingy	Excessively unwilling to spend.	a01112573	ungenerous	a01115081	2.0	lacking in magnanimity; - Times Litt. Sup.	different	0.0
1775	table	A piece of furniture that generally consists of a hard, flat, horizontal surface, which is elevated and stabilised by 3 or more legs (usually 4).	n04379243	table	n04379243	6020.0	a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs	same	8.0
1776	shame	The consciousness or awareness of dishonor, disgrace, or condemnation.	n07506569	shame	n07506569	269.0	a painful emotion resulting from an awareness of inadequacy or guilt	same	5.0
1778	approach	To come near to; to move towards.	v02053941	approach	n00941140	1710.0	ideas or actions intended to deal with a problem or situation	different	2.0
1778	approach	To come near to; to move towards.	v02053941	near	a00444519	877.0	not far distant in time or space or degree or circumstances	different	2.0
1779	dare	To have enough courage (to do something).	v02545045	dare	v02374924	590.0	take upon oneself; act presumptuously, without permission	different	1.0
1781	thumb	The shortest and thickest of the fingers that can be placed against the others in order to create a firm grip.	n05567217	pollex				different	8.0
1781	thumb	The shortest and thickest of the fingers that can be placed against the others in order to create a firm grip.	n05567217	thumb	n05567217	811.0	the thick short innermost digit of the forelimb	same	8.0
1782	guest	A person that visits and stays at a house, usually for one or more nights.	n10150940	guest	n10150940	1531.0	a visitor to whom hospitality is extended	same	6.0
1782	guest	A person that visits and stays at a house, usually for one or more nights.	n10150940	invitee	n10150940	4.0	a visitor to whom hospitality is extended	same	6.0
1783	pain	An unpleasant, usually localised physical sensation that is often the result of an injury, disease or other ailment.	n05724694	pain	n14322699	1338.0	a symptom of some physical hurt or disorder	different	8.0
1784	want	To want to do something or to wish for something to happen.	v01825237	desire	n07484265	1119.0	the feeling that accompanies an unsatisfied state	different	0.0
1784	want	To want to do something or to wish for something to happen.	v01825237	want	v01825237	31644.0	feel or have a desire for; want strongly	same	0.0
1787	loom	A frame or machine (made of wood or other material) in which a weaver forms cloth out of thread; a machine for interweaving yarn or threads into a fabric.	n03689157	loom	v02696961	198.0	come into view indistinctly, often threateningly	different	9.0
1789	age	The amount of time that a person, animal or plant has lived or that an object has existed.	n04924103	age	n15145171	2627.0	a time of life (usually defined in years) at which some particular qualification or power arises	different	4.0
1791	butterfly	A lepidopteran that is active at day.	n02274259	butterfly	n02274259	374.0	diurnal insect typically having a slender body with knobbed antennae and broad colorful wings	same	11.0
1792	perjury	The deliberate giving of false or misleading testimony under oath.	n00772381	perjury	n00772381	26.0	criminal offense of making false statements under oath	same	10.0
1793	bat	A small, nocturnal, flying mammal of the order Chiroptera, which navigates by means of echolocation. It looks like a mouse with membranous wings extending from the forelimbs to the hind limbs or tail.	n02139199	bat	n02806379	272.0	a club used for hitting a ball in various games	different	11.0
1793	bat	A small, nocturnal, flying mammal of the order Chiroptera, which navigates by means of echolocation. It looks like a mouse with membranous wings extending from the forelimbs to the hind limbs or tail.	n02139199	chiropteran				different	11.0
1794	furrow	The cut made in a field by a plough.	n03406966	furrow	v01277784	82.0	make wrinkled or creased	different	8.0
1801	child (descendant)	Biological offspring.	n09918248	child	n09917593	11071.0	a young person of either sex	different	6.0
1801	child (descendant)	Biological offspring.	n09918248	kid	n09917593	7544.0	a young person of either sex	different	6.0
1803	wood	The substance making up the central part of the trunk and branches of a tree. Used as a material for construction, to manufacture various items, etc. or as fuel.	n15098161	wood	n15098161	1716.0	the hard fibrous lignified substance under the bark of trees	same	6.0
1807	afternoon	The part of the day which follows noon, between noon and evening.	n15166191	afternoon	n15166191	2593.0	the part of the day between noon and evening	same	6.0
1808	pus	A whitish-yellow or yellow substance produced during inflammatory responses of the body that can be found in regions of pyogenic bacterial infections.	n05417472	festering	n13479889	3.0	(medicine) the formation of morbific matter in an abscess or a vesicle and the discharge of pus	different	6.0
1808	pus	A whitish-yellow or yellow substance produced during inflammatory responses of the body that can be found in regions of pyogenic bacterial infections.	n05417472	ichor	n05417472	3.0	a fluid product of inflammation	same	6.0
1808	pus	A whitish-yellow or yellow substance produced during inflammatory responses of the body that can be found in regions of pyogenic bacterial infections.	n05417472	purulence				different	6.0
1808	pus	A whitish-yellow or yellow substance produced during inflammatory responses of the body that can be found in regions of pyogenic bacterial infections.	n05417472	pus	n05417472	3.0	a fluid product of inflammation	same	6.0
1808	pus	A whitish-yellow or yellow substance produced during inflammatory responses of the body that can be found in regions of pyogenic bacterial infections.	n05417472	sanies				different	6.0
1808	pus	A whitish-yellow or yellow substance produced during inflammatory responses of the body that can be found in regions of pyogenic bacterial infections.	n05417472	suppuration				different	6.0
1810	danger	A situation that constitutes an immediate risk for injury on a person or property.	n14540765	danger	n14540765	579.0	the condition of being susceptible to harm or injury	same	5.0
1811	sound or noise	Any audible noise which is not necessarily unwanted or unpleasant to the hearer and of short or long duration.	n07387509	noise	n07387509	1514.0	sound of any kind (especially unintelligible or dissonant sound)	same	6.0
1812	try	To attempt to do something.	v02530167	assay	n00791527	20.0	a quantitative or qualitative test of a substance (especially an ore or a drug) to determine its components; frequently used to test for the presence or concentration of infectious agents or antibodies etc.	different	1.0
1812	try	To attempt to do something.	v02530167	attempt	n00786195	1305.0	earnest and conscientious activity intended to do or accomplish something	different	1.0
1812	try	To attempt to do something.	v02530167	essay	n06409562	461.0	an analytic or interpretive literary composition	different	1.0
1812	try	To attempt to do something.	v02530167	seek	v02240481	1242.0	try to get or reach	different	1.0
1812	try	To attempt to do something.	v02530167	try	v02530167	17811.0	make an effort or attempt	same	1.0
1814	accuse	To lay a charge against; bring an accusation against.	v00842989	accuse	v00842989	682.0	bring an accusation against; level a charge against	same	1.0
1814	accuse	To lay a charge against; bring an accusation against.	v00842989	criminate				different	1.0
1814	accuse	To lay a charge against; bring an accusation against.	v00842989	impeach	v00844744	10.0	charge (a public official) with an offense or misdemeanor committed while in office	different	1.0
1814	accuse	To lay a charge against; bring an accusation against.	v00842989	incriminate	v02636921	27.0	suggest that someone is guilty	different	1.0
1816	beside	To be positioned at the side of a given object.	a2441215	side	n08649345	7140.0	a place within a region identified relative to a center or reference location	different	0.0
1817	west	One of the four principal compass points, specifically 270°, conventionally directed to the left on maps. The direction of the setting sun.	n13834399	W				different	7.0
1817	west	One of the four principal compass points, specifically 270°, conventionally directed to the left on maps. The direction of the setting sun.	n13834399	west	n13834399	573.0	the cardinal compass point that is a 270 degrees	same	7.0
1817	west	One of the four principal compass points, specifically 270°, conventionally directed to the left on maps. The direction of the setting sun.	n13834399	westward	r00324022	53.0	toward the west	different	7.0
1818	adjudicate	To act as a judge.	v00698855	adjudicate	v00698855	13.0	bring to an end; settle conclusively	same	2.0
1818	adjudicate	To act as a judge.	v00698855	decide	v00697589	4727.0	reach, make, or come to a decision about something	different	2.0
1818	adjudicate	To act as a judge.	v00698855	resolve	v00698855	336.0	bring to an end; settle conclusively	same	2.0
1818	adjudicate	To act as a judge.	v00698855	settle	v01988458	985.0	settle into a position, usually on a surface or ground	different	2.0
1819	look	To actively use one's eyes.	v02130524	look	v02130524	24782.0	perceive with attention; direct one's gaze towards	same	0.0
1820	bear	A large beast of prey of the family Ursidae, related to the dog and raccoon, having shaggy hair, a very small tail, and flat feet.	n02131653	bear	v00056930	3109.0	cause to be born	different	12.0
1821	brush	An implement with a handle, and a head with multiple more or less flexible bristles, used for arranging hair.	n02908217	brush	v01240720	462.0	touch lightly and briefly	different	7.0
1823	borrow	To receive (something) from somebody temporarily, expecting to return it.	v02324026	borrow	v02324026	477.0	get temporarily	same	1.0
1828	ask (request)	To ask for a service or physical goods, often without returning the favor in kind.	v00752493	ask	v00784342	14562.0	inquire about	different	5.0
1829	jump	To propel oneself rapidly upward such that momentum causes the body to become airborne.	v01963942	bound	v01963942	140.0	move forward by leaps and bounds	same	1.0
1829	jump	To propel oneself rapidly upward such that momentum causes the body to become airborne.	v01963942	jump	v01963942	1738.0	move forward by leaps and bounds	same	1.0
1829	jump	To propel oneself rapidly upward such that momentum causes the body to become airborne.	v01963942	leap	v01963942	625.0	move forward by leaps and bounds	same	1.0
1829	jump	To propel oneself rapidly upward such that momentum causes the body to become airborne.	v01963942	spring	n15237044	1900.0	the season of growth	different	1.0
1831	meet	To encounter a person, either intentionally or by chance.	v02022804	meet	v02023107	2242.0	come together	different	3.0
1833	dinner (supper)	A meal that is eaten in the late afternoon or evening daily.	n07575726	dinner	n07575726	2764.0	the main meal of the day served in the evening or at midday	same	7.0
1838	navel	A scar where the umbilical cord was attached.	n05556595	bellybutton	n05556595	5.0	a scar where the umbilical cord was attached	same	5.0
1838	navel	A scar where the umbilical cord was attached.	n05556595	navel	n05556595	84.0	a scar where the umbilical cord was attached	same	5.0
1838	navel	A scar where the umbilical cord was attached.	n05556595	omphalos				different	5.0
1838	navel	A scar where the umbilical cord was attached.	n05556595	omphalus				different	5.0
1838	navel	A scar where the umbilical cord was attached.	n05556595	umbilicus	n05556595	3.0	a scar where the umbilical cord was attached	same	5.0
1839	cry	To shed tears due to the impact of an emotion.	v00066191	cry	v00066191	2142.0	shed tears because of sadness, rage, or pain	same	1.0
1839	cry	To shed tears due to the impact of an emotion.	v00066191	weep	v00066191	529.0	shed tears because of sadness, rage, or pain	same	1.0
1840	build	To form by combining materials or parts.	v01654628	build	v01654628	5162.0	make by combining materials and parts	same	1.0
1840	build	To form by combining materials or parts.	v01654628	construct	v01654628	593.0	make by combining materials and parts	same	1.0
1840	build	To form by combining materials or parts.	v01654628	make	v00120316	18783.0	give certain properties to something	different	1.0
1841	suspect	To assume something to be true without direct evidence.	v00921072	surmise	v00689205	53.0	infer from incomplete evidence	different	4.0
1841	suspect	To assume something to be true without direct evidence.	v00921072	suspect	v00921072	898.0	imagine to be the case or true or probable	same	4.0
1843	thousand	The natural number one thousand (1000).	a02198752	1000				different	0.0
1843	thousand	The natural number one thousand (1000).	a02198752	k	n06832248	106.0	the 11th letter of the Roman alphabet	different	0.0
1843	thousand	The natural number one thousand (1000).	a02198752	m	n13659162	165.0	the basic unit of length adopted under the Systeme International d'Unites (approximately 1.094 yards)	different	0.0
1843	thousand	The natural number one thousand (1000).	a02198752	thousand	n13750844	1826.0	the cardinal number that is the product of 10 and 100	different	0.0
1844	boat	A craft used for transportation of goods, fishing, racing, recreational cruising, or military use on or in the water, propelled by oars or outboard motor or inboard motor or by wind.	n02858304	boat	n02858304	2459.0	a small vessel for travel on water	same	10.0
1845	ball	Any spherical object.	n13899404	ball	n02778669	2135.0	round object that is hit or thrown or kicked in games	different	6.0
1845	ball	Any spherical object.	n13899404	globe	n09270894	248.0	the 3rd planet from the sun; the planet we live on	different	6.0
1845	ball	Any spherical object.	n13899404	orb	n13899404	39.0	an object with a spherical shape	same	6.0
1846	rule	To exercise power or authority over a person, a group of persons, animals, territories or an organization.	v02586619	govern	v02586619	156.0	exercise authority over; as of nations	same	1.0
1846	rule	To exercise power or authority over a person, a group of persons, animals, territories or an organization.	v02586619	rule	n05846054	1701.0	a principle or condition that customarily governs behavior	different	1.0
1847	sick	Whose health is altered.	a02541302	ill	a02541302	435.0	affected by an impairment of normal physical or mental function	same	0.0
1847	sick	Whose health is altered.	a02541302	sick	a02541302	1073.0	affected by an impairment of normal physical or mental function	same	0.0
1848	quarrel	A loud or noisy verbal confrontation between two or more people.	n07184149	dustup	n07184149	10.0	an angry dispute	same	8.0
1848	quarrel	A loud or noisy verbal confrontation between two or more people.	n07184149	quarrel	n07184149	73.0	an angry dispute	same	8.0
1848	quarrel	A loud or noisy verbal confrontation between two or more people.	n07184149	row	n08431437	1340.0	an arrangement of objects or people side by side in a line	different	8.0
1848	quarrel	A loud or noisy verbal confrontation between two or more people.	n07184149	run-in				different	8.0
1848	quarrel	A loud or noisy verbal confrontation between two or more people.	n07184149	words	n06738162	7.0	a brief statement	different	8.0
1848	quarrel	A loud or noisy verbal confrontation between two or more people.	n07184149	wrangle	v00774344	21.0	to quarrel noisily, angrily or disruptively	different	8.0
1849	row	To pull oars through water in order to make a water vehicle (such as a boat) move.	v01946996	row	n08431437	1340.0	an arrangement of objects or people side by side in a line	different	4.0
1850	cotton	Fiber obtained from plants of the genus Gossypium, used in making fabrics, cordage, and padding and for producing artificial fibers and cellulose.	n03115180	cotton	n03115180	320.0	fabric woven from cotton fibers	same	6.0
1851	pocket	A kind of pouch, which is accessible by an opening in an article of clothing and serves for storage; usually large enough in order to accommodate at least one hand.	n03972524	pocket	n03972524	2022.0	a small pouch inside a garment for carrying small articles	same	9.0
1852	often	Many times, with short intervals between occasions.	r00035058	frequently	r00035058	891.0	many times at short intervals	same	0.0
1852	often	Many times, with short intervals between occasions.	r00035058	oft	r00035058	45.0	many times at short intervals	same	0.0
1852	often	Many times, with short intervals between occasions.	r00035058	often	r00035058	7527.0	many times at short intervals	same	0.0
1852	often	Many times, with short intervals between occasions.	r00035058	oftentimes				different	0.0
1852	often	Many times, with short intervals between occasions.	r00035058	ofttimes				different	0.0
1853	dove	One of several birds of the family Columbidae.	n01812337	dove	n01812337	114.0	any of numerous small pigeons	same	13.0
1855	birch	A tree of the genus Betula, with small leaves and a trunk that is white with darker blotches.	n12281241	birch	n12281241	88.0	any betulaceous tree or shrub of the genus Betula having a thin peeling bark	same	10.0
1856	soft	A state of consistency allowing alterations of form with ease, no big force required, to bring things into something of this state (such as e.g. soaked loam or clay soil).	a01152746	soft	a01152746	1341.0	yielding readily to pressure or weight	same	0.0
1857	crocodile	Any large tropical reptile of the family Crocodylidae: order Crocodylia. They have a broad head, tapering snout, massive jaws, and a thick outer covering of bony plates. (Source: CED)	n1697178	crocodile	n01697178	91.0	large voracious aquatic reptile having a long snout with massive jaws and sharp teeth and a body covered with bony plates; of sluggish tropical waters	different	12.0
1858	fisherman	A person whose profession is catching fish.	n10093658	fisher	n10093658	24.0	someone whose occupation is catching fish	same	6.0
1858	fisherman	A person whose profession is catching fish.	n10093658	fisherman	n10093658	310.0	someone whose occupation is catching fish	same	6.0
1859	third	The ordinal form of the cardinal number three.	a02202307	3rd	s02202307	31.0	coming next after the second and just before the fourth in position	different	0.0
1859	third	The ordinal form of the cardinal number three.	a02202307	tertiary	s02202307	12.0	coming next after the second and just before the fourth in position	different	0.0
1859	third	The ordinal form of the cardinal number three.	a02202307	third	s02202307	3033.0	coming next after the second and just before the fourth in position	different	0.0
1860	bead	A hard, rounded object produced within the soft tissue (specifically the mantle) of a living shelled mollusk.	n02815071	bead	n02815071	203.0	a small ball with a hole through the middle	same	8.0
1862	donkey	A domesticated animal, Equus asinus.	n02389559	donkey	n02389559	196.0	domestic beast of burden descended from the African wild ass; patient but stubborn	same	15.0
1866	stutter	To have problems articulating the words, repeting sometimes some syllables.	v00981544	bumble	v02527651	21.0	make a mess of, destroy or ruin	different	4.0
1866	stutter	To have problems articulating the words, repeting sometimes some syllables.	v00981544	falter	v02740204	88.0	be unsure or weak	different	4.0
1866	stutter	To have problems articulating the words, repeting sometimes some syllables.	v00981544	stammer	v00981544	82.0	speak haltingly	same	4.0
1866	stutter	To have problems articulating the words, repeting sometimes some syllables.	v00981544	stutter	v00981544	85.0	speak haltingly	same	4.0
1867	coin	A piece of currency, usually metallic and in the shape of a disc, but sometimes polygonal, or with a hole in the middle.	n13388245	coin	n13388245	461.0	a flat metal piece (usually a disc) used as money	same	8.0
1869	buy	To obtain in exchange for money or goods.	v02207206	buy	v02207206	6150.0	obtain by purchase; acquire by means of a financial transaction	same	1.0
1869	buy	To obtain in exchange for money or goods.	v02207206	purchase	v02207206	930.0	obtain by purchase; acquire by means of a financial transaction	same	1.0
1870	anchor	Something, usually a heavy piece of metal with points which dig into the sea-bed, used to hold a boat in one position.	n02709367	anchor	n09792969	158.0	a television reporter who coordinates a broadcast to which several correspondents contribute	different	10.0
1871	camel	A beast of burden, much used in desert areas, of the genus Camelus.	n02437136	camel	n02437136	134.0	cud-chewing mammal used as a draft or saddle animal in desert regions	same	13.0
1874	sausage	A length of intestine, stuffed with ground (organ) meat, and other ingredients. Instead of intestines, a different kind of wrapper can be used.	n07675627	sausage	n07675627	228.0	highly seasoned minced meat stuffed in casings	same	6.0
1875	regret	To wish that a past event had not happened.	v01796582	regret	v01796582	378.0	feel remorse for; feel sorry for; be contrite about	same	1.0
1875	regret	To wish that a past event had not happened.	v01796582	repent	v01796582	40.0	feel remorse for; feel sorry for; be contrite about	same	1.0
1875	regret	To wish that a past event had not happened.	v01796582	rue	v01796582	16.0	feel remorse for; feel sorry for; be contrite about	same	1.0
1877	east	One of the four principal compass points, specifically 90°, conventionally directed to the right on maps. The direction of the rising sun.	n13832355	E	n06831605	30.0	the 5th letter of the Roman alphabet	different	7.0
1877	east	One of the four principal compass points, specifically 90°, conventionally directed to the right on maps. The direction of the rising sun.	n13832355	east	n13832355	483.0	the cardinal compass point that is at 90 degrees	same	7.0
1877	east	One of the four principal compass points, specifically 90°, conventionally directed to the right on maps. The direction of the rising sun.	n13832355	eastward	r00324135	51.0	toward the east	different	7.0
1879	dance	To move with rhythmic steps or movements, especially in time to music.	v01708676	dance	v01708676	951.0	move in a pattern; usually to musical accompaniment; do or perform a dance	same	1.0
1881	enough	All that is required, needed, or appropriate.	r00145713	enough	r00145713	7004.0	as much as necessary; ; (`plenty' is nonstandard)	same	0.0
1881	enough	All that is required, needed, or appropriate.	r00145713	plenty	n05115568	1047.0	a full supply	different	0.0
1882	before	At a time before that.	r60939	before	r00060939	4425.0	earlier in time; previously	different	0.0
1882	before	At a time before that.	r60939	earlier				different	0.0
1883	in front of	In front of in space	a198147	front	n08573472	3363.0	the side that is forward or prominent	different	0.0
1884	hard	Resistant to pressure.	a01150915	hard	a00744916	4047.0	not easy; requiring great physical or mental effort to accomplish or comprehend or endure	different	0.0
1886	armpit	The hollow under the upper part of the arm at the shoulder.	n05549576	armpit	n05549576	126.0	the hollow under the arm where it is joined to the shoulder	same	7.0
1886	armpit	The hollow under the upper part of the arm at the shoulder.	n05549576	axilla				different	7.0
1887	cheap	Low in price.	a00934199	cheap	a00934199	890.0	relatively low in price or charging low prices	same	0.0
1887	cheap	Low in price.	a00934199	inexpensive	a00934199	199.0	relatively low in price or charging low prices	same	0.0
1888	pair	Two similar or identical things taken together.	n07985223	brace	v01219993	143.0	support or hold steady and make steadfast, with or as if with a brace	different	5.0
1888	pair	Two similar or identical things taken together.	n07985223	pair	n07985223	1377.0	a set of two similar things considered as a unit	same	5.0
1889	arson	The crime of setting fire to a building or a property on purpose.	n00378296	arson	n00378296	37.0	malicious burning to destroy property	same	9.0
1889	arson	The crime of setting fire to a building or a property on purpose.	n00378296	fire-raising				different	9.0
1889	arson	The crime of setting fire to a building or a property on purpose.	n00378296	incendiarism				different	9.0
1890	believe	To be confident about something.	v00683280	believe	v00683280	5442.0	accept as true; take to be true	same	3.0
1892	touch	To be in physical contact with.	v01206218	touch	v01206218	2639.0	make physical contact with, come in contact with	same	0.0
1895	clothes	All coverings designed to be worn on a person's body.	n02728440	apparel	n02728440	60.0	clothing in general	same	7.0
1895	clothes	All coverings designed to be worn on a person's body.	n02728440	clothes				different	7.0
1895	clothes	All coverings designed to be worn on a person's body.	n02728440	dress	n03236735	1756.0	a one-piece garment for a woman; has skirt and bodice	different	7.0
1897	help	To give assistance or aid to.	v02547586	aid	n01207609	670.0	the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose	different	1.0
1897	help	To give assistance or aid to.	v02547586	assist	v02547586	368.0	give help or assistance; be of service	same	1.0
1897	help	To give assistance or aid to.	v02547586	help	v02547586	10760.0	give help or assistance; be of service	same	1.0
1899	mad	Mentally ill.	a02075321	brainsick				different	0.0
1899	mad	Mentally ill.	a02075321	crazy	s02075321	919.0	affected with madness or insanity	different	0.0
1899	mad	Mentally ill.	a02075321	demented	s02075321	14.0	affected with madness or insanity	different	0.0
1899	mad	Mentally ill.	a02075321	disturbed	s02457167	44.0	afflicted with or marked by anxious uneasiness or trouble or grief	different	0.0
1899	mad	Mentally ill.	a02075321	mad	s00115193	577.0	roused to anger; - Mark Twain	different	0.0
1899	mad	Mentally ill.	a02075321	sick	a02541302	1073.0	affected by an impairment of normal physical or mental function	different	0.0
1899	mad	Mentally ill.	a02075321	unbalanced	a00894757	47.0	being or thrown out of equilibrium	different	0.0
1899	mad	Mentally ill.	a02075321	unhinged	s02075321	10.0	affected with madness or insanity	different	0.0
1901	shovel	A tool consisting of a stick (usually out of wood) and a bigger, slightly humped surface (usually out of metal), which is used to move material such as earth, snow, grain, etc. from one place to another.	n04208210	shovel	n04208210	234.0	a hand tool for lifting loose material; consists of a curved container or scoop and a handle	same	9.0
1902	betray	To harm someone or hurt their feelings by violating their trust or being disloyal to them.	v01799235	betray	v02537407	179.0	deliver to an enemy by treachery	different	3.0
1902	betray	To harm someone or hurt their feelings by violating their trust or being disloyal to them.	v01799235	fail	v02529284	1245.0	fail to do something; leave something undone	different	3.0
1903	swelling	Abnormal protuberance or localized enlargement.	n14315192	lump	n09307300	219.0	a large piece of something without definite shape	different	5.0
1903	swelling	Abnormal protuberance or localized enlargement.	n14315192	puffiness	n14315192	4.0	an abnormal protuberance or localized enlargement	same	5.0
1903	swelling	Abnormal protuberance or localized enlargement.	n14315192	swelling	n14315192	92.0	an abnormal protuberance or localized enlargement	same	5.0
1905	eagle	Any of several large carnivorous birds in the family Accipitridae, having a powerful hooked bill and keen vision.	n01613294	eagle	n01613294	171.0	any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight	same	11.0
1906	sour	Having an acid, sharp or tangy taste.	a02368787	sour	a02368787	149.0	having a sharp biting taste	same	0.0
1909	shake	To cause (something) to move rapidly from side to side.	v00559556	shake	v01889610	3553.0	move or cause to move back and forth	different	1.0
1910	stingray	Any of various large, venomous rays, of the orders Rajiformes and Myliobatiformes, having a barbed, whiplike tail.	n01498041	stingray	n01498041	16.0	large venomous ray with large barbed spines near the base of a thin whiplike tail capable of inflicting severe wounds	same	14.0
1913	press	To apply pressure to an item.	v01447257	press	v01447257	1618.0	exert pressure or force to or upon	same	1.0
1914	debt	Something owed to someone else.	n13397174	debt	n13397174	962.0	money or goods or services owed by one person to another	same	5.0
1915	fir	An evergreen coniferous tree of the genus Abies.	n11620673	fir	n11620673	48.0	any of various evergreen trees of the genus Abies; chiefly of upland areas	same	12.0
1916	gill	The breathing organ of fish and other aquatic animals.	n02510769	branchia				different	8.0
1916	gill	The breathing organ of fish and other aquatic animals.	n02510769	gill	n02510769	40.0	respiratory organ of aquatic animals that breathe oxygen dissolved in water	same	8.0
1917	tie	To establish connection between two or more things.	v01285440	bind	v00885217	522.0	bind by an obligation; cause to be indebted	different	3.0
1917	tie	To establish connection between two or more things.	v01285440	tie	v01285440	1072.0	fasten or secure with a rope, string, or cord	same	3.0
1920	dream (something)	To experience while sleeping.	v02118242	dream	n05768553	1610.0	a series of mental images and emotions occurring during sleep	different	1.0
1921	plough	To use a plough on to prepare for planting.	v01741864	plough	n03967562	10.0	a farm tool having one or more heavy blades to break the soil and cut a furrow prior to sowing	different	4.0
1921	plough	To use a plough on to prepare for planting.	v01741864	plow	v02096853	119.0	move in a way resembling that of a plow cutting into or going through the soil	different	4.0
1921	plough	To use a plough on to prepare for planting.	v01741864	turn	v01907258	11193.0	change orientation or direction, also in the abstract sense	different	4.0
1922	land (descend)	To descend to a surface, especially from the air.	v01981436	land	n13250048	1211.0	the land on which real estate is located	different	1.0
1922	land (descend)	To descend to a surface, especially from the air.	v01981436	shore	n09433442	740.0	the land along the edge of a body of water	different	1.0
1923	rough	Having a texture that has much friction. Not smooth.	a02238462	rough	a02238462	452.0	having or caused by an irregular surface	same	0.0
1923	rough	Having a texture that has much friction. Not smooth.	a02238462	unsmooth				different	0.0
1926	ointment	A semisolid preparation intended for external application to the skin or mucous membranes. (source: UMLS)	n03845550	balm	n14896923	20.0	any of various aromatic resinous substances used for healing and soothing	different	7.0
1926	ointment	A semisolid preparation intended for external application to the skin or mucous membranes. (source: UMLS)	n03845550	ointment	n03845550	29.0	semisolid preparation (usually containing a medicine) applied externally as a remedy or for soothing an irritation	same	7.0
1926	ointment	A semisolid preparation intended for external application to the skin or mucous membranes. (source: UMLS)	n03845550	salve	n03845550	32.0	semisolid preparation (usually containing a medicine) applied externally as a remedy or for soothing an irritation	same	7.0
1926	ointment	A semisolid preparation intended for external application to the skin or mucous membranes. (source: UMLS)	n03845550	unction	n01041674	1.0	anointing as part of a religious ceremony or healing ritual	different	7.0
1926	ointment	A semisolid preparation intended for external application to the skin or mucous membranes. (source: UMLS)	n03845550	unguent	n03845550	4.0	semisolid preparation (usually containing a medicine) applied externally as a remedy or for soothing an irritation	same	7.0
1927	bamboo	A group of woody perennial evergreen plants in the true grass family Poaceae, subfamily Bambusoideae, tribe Bambuseae.	n12147539	bamboo	n12147539	95.0	the hard woody stems of bamboo plants; used in construction and crafts and fishing poles	same	7.0
1928	cease	To have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical.	v02609764	cease	v02680814	357.0	put an end to a state or an activity	different	0.0
1928	cease	To have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical.	v02609764	end	v02609764	3613.0	have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical	same	0.0
1928	cease	To have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical.	v02609764	finish	v00484166	2531.0	come or bring to a finish or an end	different	0.0
1928	cease	To have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical.	v02609764	stop	v02680814	4078.0	put an end to a state or an activity	different	0.0
1928	cease	To have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical.	v02609764	terminate	v00352826	65.0	bring to an end or halt	different	0.0
1929	study	To follow a course of study; to be enrolled at an institute of learning.	v00607114	study	n00644503	3607.0	a detailed critical inspection	different	1.0
